0.161105,2.721056,-0.037811,0.763268,1.0
0.071222,2.868536,-0.036010,0.548687,1.0
0.081408,2.790877,-0.029462,0.605692,1.0
0.163883,2.936512,-0.036724,0.505080,1.0
0.021105,2.764959,-0.051665,0.721186,1.0
0.156959,2.685483,-0.049518,0.808413,1.0
-0.001835,2.800450,-0.126536,1.195264,1.0
0.220342,2.729628,-0.050268,0.695068,1.0
-0.182280,2.723439,-0.073923,1.001365,1.0
0.188690,2.708787,-0.049456,0.855895,1.0
0.052852,2.797519,-0.051929,0.679761,1.0
0.163516,2.856027,0.041240,0.829753,1.0
-0.002145,2.737742,-0.052941,0.826409,1.0
0.001246,3.012587,-0.064227,0.618479,1.0
0.131302,2.725522,-0.066466,0.898953,1.0
0.231866,2.851139,-0.053690,0.744313,1.0
-0.118166,2.786511,-0.034638,0.770686,1.0
0.224733,2.703680,-0.044143,0.826394,1.0
0.079693,2.733572,-0.008963,0.579371,1.0
0.180974,2.865794,-0.034902,0.585009,1.0
-0.015956,2.730901,-0.043184,0.706315,1.0
0.125835,2.732923,-0.038671,0.664119,1.0
0.024234,2.825014,-0.025038,0.571347,1.0
0.923840,2.737848,-0.062230,0.646342,1.0
0.029590,2.741285,-0.035340,0.686161,1.0
0.661483,2.886370,-0.056119,0.412878,1.0
-0.015441,2.778153,-0.038300,0.529584,1.0
0.228284,2.676024,0.000029,0.608095,1.0
-0.020116,2.776587,0.000368,0.617471,1.0
0.173078,2.840568,-0.057426,0.685068,1.0
0.095038,2.791650,0.006649,0.504695,1.0
0.449875,2.931827,-0.037438,0.390089,1.0
0.114564,2.736390,-0.021511,0.629644,1.0
0.065196,2.723599,-0.013084,0.507585,1.0
0.173845,2.786037,-0.066453,0.753810,1.0
-0.049450,2.922515,-0.022421,0.518885,1.0
-0.131752,2.709133,-0.053077,0.891756,1.0
0.099931,2.876442,-0.034059,0.446691,1.0
0.209555,2.690905,-0.033696,0.768231,1.0
-0.185815,2.823658,0.003481,0.518105,1.0
0.123361,2.681026,-0.019574,0.700447,1.0
0.061688,2.825614,-0.050605,0.665069,1.0
0.005889,2.508148,-0.036330,0.919496,1.0
0.129809,2.683942,-0.038411,0.755857,1.0
-0.560272,2.699144,0.087948,0.912687,1.0
0.172621,2.680128,-0.057412,0.918088,1.0
0.003682,2.591481,-0.097345,1.080760,1.0
0.126963,2.491788,-0.055188,0.901422,1.0
0.045930,2.488642,-0.112785,1.310449,1.0
0.194306,2.552271,-0.101026,1.255475,1.0
-0.185840,2.564764,-0.106736,1.157715,1.0
0.145203,2.471413,-0.108229,1.338510,1.0
0.019442,2.651913,-0.122717,1.237998,1.0
0.691242,2.510564,-0.125830,1.271544,1.0
0.073368,2.562231,-0.072326,0.894167,1.0
0.193581,2.660091,-0.097230,1.015167,1.0
0.031589,2.600737,-0.130023,1.249582,1.0
0.167236,2.579158,-0.095056,1.173892,1.0
-0.177214,2.615390,-0.119332,1.102954,1.0
0.549399,2.610158,-0.114239,1.159032,1.0
-0.037993,2.606031,-0.061380,0.954428,1.0
-0.029332,2.620103,-0.055220,0.790194,1.0
0.403074,2.460304,-0.098741,1.123095,1.0
0.236729,2.388911,-0.101090,1.520220,1.0
-0.019198,2.586369,-0.072780,0.982817,1.0
0.011960,2.567689,-0.062177,1.013389,1.0
0.047110,2.604343,-0.062901,0.944378,1.0
-0.076001,3.169392,-1.154327,4.874053,1.0
0.001024,2.443982,-0.048775,0.955462,1.0
0.144722,2.504373,-0.038023,0.924042,1.0
-0.830660,2.741111,0.128133,0.804764,1.0
0.357237,2.642501,-0.057449,0.853971,1.0
0.103506,2.610376,-0.060248,0.802903,1.0
0.885350,2.702943,-0.090377,0.847787,1.0
0.103176,2.478648,-0.057702,0.901062,1.0
0.206591,2.547928,-0.022460,0.887277,1.0
0.201695,2.453304,-0.098019,1.056337,1.0
-0.170232,2.523605,0.013165,0.675761,1.0
-0.039756,2.402372,-0.029868,1.001692,1.0
0.045747,2.680082,-0.059356,0.899292,1.0
0.122069,2.473006,-0.033185,0.787798,1.0
0.281763,2.596590,-0.075316,1.007961,1.0
-0.023866,2.614071,-0.044583,0.847634,1.0
-0.016052,2.562987,-0.068039,0.939935,1.0
