0.102632,2.699241,-0.033998,0.781432,1.0
0.076876,2.813967,-0.040942,0.678392,1.0
0.001476,2.766764,-0.033086,0.729474,1.0
0.105333,2.889043,-0.047650,0.710886,1.0
0.000031,2.723866,-0.052800,0.847414,1.0
0.114695,2.643999,-0.026638,0.823790,1.0
-0.014271,2.753088,-0.075561,0.967469,1.0
0.160407,2.685985,-0.050407,0.864913,1.0
0.036571,2.669070,-0.024879,0.746884,1.0
0.132931,2.678112,-0.061568,1.026966,1.0
-0.001412,2.757938,-0.035656,0.750181,1.0
0.065174,2.786093,0.066608,0.900541,1.0
0.000443,2.703729,-0.027399,0.825022,1.0
0.132814,2.919741,-0.051027,0.620220,1.0
0.077537,2.682811,-0.019652,0.736487,1.0
0.171034,2.817033,-0.045367,0.767313,1.0
-0.013496,2.744124,-0.026034,0.816064,1.0
0.927242,2.674140,-0.044383,0.626585,1.0
0.026269,2.701841,-0.059107,0.851075,1.0
0.089615,2.822766,-0.030509,0.677495,1.0
0.001523,2.694529,-0.030582,0.763933,1.0
0.091356,2.688422,-0.039687,0.712973,1.0
0.062552,2.800454,-0.029763,0.595593,1.0
0.349767,2.686867,-0.040701,0.842685,1.0
0.017559,2.701071,-0.002231,0.486739,1.0
-0.634295,2.821591,0.021822,0.726617,1.0
-0.021695,2.749140,-0.030053,0.620533,1.0
0.107150,2.641334,0.001403,0.733008,1.0
0.050187,2.740850,0.007137,0.526324,1.0
0.062839,2.784329,-0.025268,0.533775,1.0
0.038870,2.763000,-0.020924,0.729244,1.0
0.071960,2.871189,-0.016250,0.542016,1.0
0.088580,2.688084,-0.013894,0.624875,1.0
0.052484,2.682932,-0.010925,0.532440,1.0
0.126136,2.746883,-0.056797,0.821470,1.0
0.101440,2.858073,-0.026993,0.606569,1.0
0.065958,2.661732,-0.024581,0.657750,1.0
0.023436,2.827177,-0.012463,0.431506,1.0
0.120252,2.642760,0.009686,0.574521,1.0
0.036298,2.767049,-0.027246,0.704858,1.0
0.105523,2.644971,-0.011449,0.733707,1.0
0.015433,2.775372,-0.000385,0.468066,1.0
0.015934,2.488095,-0.041502,1.139242,1.0
0.047690,2.633539,-0.043451,0.902790,1.0
-0.010289,2.566474,-0.098962,1.195353,1.0
0.071835,2.636091,-0.013342,0.712950,1.0
0.016026,2.563910,-0.100433,1.159795,1.0
0.013206,2.462335,-0.126014,1.412394,1.0
0.043432,2.461687,-0.142271,1.612715,1.0
0.099952,2.514003,-0.097122,1.131106,1.0
-0.207426,2.526851,-0.099562,1.155971,1.0
0.059181,2.439272,-0.095514,1.347270,1.0
0.005332,2.615154,-0.106473,1.161782,1.0
0.187506,2.452468,-0.143138,1.625092,1.0
0.066420,2.540660,-0.097870,1.130469,1.0
0.066763,2.641595,-0.166039,1.622693,1.0
0.039935,2.571627,-0.142183,1.449465,1.0
0.088944,2.559475,-0.136611,1.531623,1.0
0.049553,2.584496,-0.108522,1.054666,1.0
0.182385,2.549481,-0.099517,1.250703,1.0
0.017566,2.580391,-0.125778,1.352904,1.0
-0.043176,2.589849,-0.078668,1.094785,1.0
0.002371,2.404443,-0.061812,1.161404,1.0
0.148266,2.361030,-0.149526,1.845981,1.0
0.044988,2.542509,-0.037790,0.900726,1.0
0.108902,2.542856,-0.126948,1.433302,1.0
0.048275,2.584202,-0.059678,0.951188,1.0
0.074655,2.643741,-0.018282,0.734865,1.0
0.089925,2.428456,-0.084190,1.239771,1.0
0.086531,2.484401,-0.057666,1.132128,1.0
0.086411,2.548551,-0.032670,0.914672,1.0
0.063173,2.579363,-0.015922,0.800995,1.0
0.068761,2.605808,-0.050538,0.955557,1.0
0.173013,2.597997,-0.036082,1.075673,1.0
0.111376,2.446195,-0.061430,0.995082,1.0
0.116954,2.509751,-0.048720,0.993237,1.0
0.122778,2.424987,-0.133062,1.449315,1.0
-0.176351,2.483414,-0.031731,0.999742,1.0
0.139944,2.391366,-0.128621,1.649975,1.0
-0.008071,2.629927,-0.065263,1.043645,1.0
0.137650,2.437186,-0.058922,1.042083,1.0
0.184234,2.559122,-0.018737,0.819747,1.0
0.058095,2.566510,-0.045858,0.966945,1.0
0.050891,2.528260,-0.026931,0.707632,1.0
